id,created_at,updated_at,name,type,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,fiber_per_100g,sugar_per_100g,sodium_mg_per_100g,category_id,default_serving_id,image_url,description,health_score
9844015f-8f7e-5752-bdcb-829849a9b351,,,"Hake, Poached (Hake, Poached)",DISH,85.0,18.0,1.5,0.0,0.0,0.0,100.0,99999999-9999-9999-9999-999999999999,,,"Cá tuyết luộc là loại cá trắng nạc được chế biến bằng cách ninh nhẹ trong chất lỏng để giữ được kết cấu tinh tế và hương vị nhẹ, hơi ngọt. Phương pháp nấu ăn này giữ được độ ẩm mà không cần thêm chất béo, khiến nó trở thành nguồn protein chất lượng cao ít calo, giàu selen và vitamin B12. Là một thành viên của họ cá tuyết, cá tuyết có độ đặc sệt khi nấu chín và thường được khuyên dùng để tìm nguồn cung ứng bền vững so với những họ hàng bị đánh bắt quá mức.",75
b5784bee-5a74-5702-a718-1f391c9e362c,,,Londied khoai langes (Candied Sweet Potatoes),DISH,164.0,0.89,3.54,32.1,2.1,27.2,119.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Khoai lang tẩm đường là một món ăn được chế biến sẵn bao gồm khoai lang thái lát hoặc nguyên củ nấu trong xi-rô làm từ đường, bơ và các loại gia vị làm ấm như quế hoặc nhục đậu khấu. Chế phẩm này làm caramen đường tự nhiên của rau củ, tạo ra lớp men bóng giúp làm tăng đáng kể hàm lượng calo và carbohydrate của món ăn so với khoai lang nướng thông thường. Theo truyền thống được phục vụ như một món ăn trong ngày lễ trong ẩm thực miền Nam Hoa Kỳ, chúng giữ lại beta-carotene từ củ nhưng cần được theo dõi cẩn thận do có thêm chất làm ngọt.",75
d0c63b40-d2a0-54eb-985b-27a4a1910ec6,,,"Turkey Drumsticks, Tươi sống (Turkey Drumsticks, Raw)",INGREDIENT,144.0,19.2,7.0,0.0,0.0,0.0,73.0,de172d43-2578-4f27-a571-6d871460d273,,,"Đùi gà tây là loại thịt gia cầm nguyên thủy bao gồm phần dưới của chân gà tây, có đặc điểm là thịt sẫm màu với hàm lượng myoglobin cao hơn so với miếng thịt trắng. Phần cắt tiết kiệm này cung cấp lượng protein đáng kể đồng thời giàu sắt và kẽm, mặc dù da đóng góp đáng kể chất béo bão hòa có thể được loại bỏ trước khi nấu. Mô liên kết dày đặc đòi hỏi các phương pháp chuẩn bị chậm, nhiệt ẩm như om hoặc rang để đạt được kết quả mềm, khiến nó trở thành một lựa chọn đầy hương vị cho các nguồn protein chế biến sẵn trong bữa ăn.",80
fb3d6727-11b7-589c-a2cb-7dcfa14cd843,,,Soft Pretzels (Soft Pretzels),DISH,338.0,8.2,3.1,69.4,1.7,0.25,203.0,99999999-9999-9999-9999-999999999999,,,"Bánh quy mềm là sản phẩm bánh mì xoắn, dai, có đặc điểm là hình dạng giống nút thắt đặc biệt và lớp vỏ ngoài màu nâu bóng. Những món nướng này đạt được kết cấu đặc trưng và màu gỗ gụ đậm thông qua quy trình chuẩn bị độc đáo bao gồm việc nhúng vào dung dịch kiềm trước khi nướng. Bánh quy xoắn mềm truyền thống được phủ muối thô và có lớp bên trong đặc, giống như bánh mì, có hàm lượng carbohydrate và natri cao hơn bánh mì thông thường do phương pháp chế biến của chúng.",75
a1c64b49-8c97-5466-abcb-cff4b3686369,,,Không da Flounder Fillet (Skinless Flounder Fillet),INGREDIENT,70.0,12.4,1.9,0.0,0.0,0.0,296.0,34d3024c-4bb7-46a0-8480-f45f99dd3d32,,,"Phi lê cá bơn không da là loại cá trắng nạc, có hương vị nhẹ, có nguồn gốc từ các loài cá dẹt được tìm thấy ở vùng nước ven biển. Kết cấu tinh tế và hàm lượng chất béo tối thiểu khiến nó trở thành sự lựa chọn protein linh hoạt cho chế độ ăn ít calo, đồng thời cung cấp lượng selen và vitamin B đáng chú ý. Việc loại bỏ da làm giảm hàm lượng dầu và cho phép chế biến nhanh chóng bằng cách nướng, áp chảo hoặc hấp.",75
e3b25d73-1d80-5c10-b96d-1fbe4b976815,,,"Cua, Tươi sống (Crab, Raw)",INGREDIENT,87.0,18.06,1.08,0.04,0.0,0.0,293.0,34d3024c-4bb7-46a0-8480-f45f99dd3d32,,,"Cua là loài giáp xác nước mặn được đánh giá cao nhờ hương vị ngọt, mặn và kết cấu mềm, bong tróc khi nấu chín. Thịt cua sống cung cấp protein chất lượng cao với lượng chất béo tối thiểu và đặc biệt giàu vitamin B12, selen và kẽm. Được bán sống, nguyên con hoặc dưới dạng chân và móng đã bóc vỏ trước, nó cần được nấu kỹ để đảm bảo an toàn thực phẩm và phát triển hương vị tinh tế đặc trưng của nó, mặc dù một số loại cấp sushi được chế biến thô theo các quy trình xử lý nghiêm ngặt. Dị ứng động vật có vỏ là vấn đề cần cân nhắc trong chế độ ăn uống quan trọng với thành phần này.",88
357f8028-d6a7-5f6c-94b9-85c0f9765213,,,Electrolyte Sports Drink (Electrolyte Sports Drink),DISH,29.0,0.0,0.03,7.14,0.0,5.68,40.5,85ac50db-ec45-4d0f-b644-c46a43621f31,,,"Nước uống thể thao điện giải là một loại đồ uống có hương vị được pha chế để nhanh chóng bù nước và bổ sung natri, kali và các khoáng chất khác bị mất qua mồ hôi khi tập luyện cường độ cao. Không giống như nước thường, nó thường chứa carbohydrate để cung cấp năng lượng nhanh chóng và chất điện giải để hỗ trợ chức năng thần kinh và cơ bắp, khiến nó đặc biệt hiệu quả đối với các hoạt động sức bền kéo dài hơn một giờ. Các phiên bản thương mại cân bằng vị ngọt với độ axit để tạo cảm giác ngon miệng, mặc dù các lựa chọn thay thế không đường vẫn tồn tại cho những người dùng quan tâm đến lượng calo.",75
7be3709a-c21d-5758-aaed-3fec8e74a3bb,,,Dừa nước (Coconut Water),INGREDIENT,19.0,0.72,0.2,3.71,1.1,2.61,105.0,85ac50db-ec45-4d0f-b644-c46a43621f31,,,"Nước dừa là chất lỏng trong, có vị ngọt nhẹ được tìm thấy bên trong những quả dừa xanh non, được đánh giá là một loại đồ uống hydrat hóa tự nhiên giàu chất điện giải như kali và magie. Không giống như đồ uống thể thao đã qua chế biến, nó cung cấp khả năng bù nước nhanh chóng với lượng calo tối thiểu và không thêm đường, trong khi vẫn không chứa chất béo và cholesterol tự nhiên. Thành phần dinh dưỡng của nước đạt đỉnh điểm khi được thu hoạch từ dừa non, vì dừa trưởng thành sẽ chuyển hướng chất dinh dưỡng để phát triển thịt và sữa.",75
a0712d9f-76e6-5917-9d45-0ae6bcf3dbc1,,,"Vegan phô mai, Block (Vegan Cheese, Block)",DISH,270.0,0.0,21.0,21.0,0.0,0.0,920.0,5a495c98-b00c-4007-aeac-501f3ae8e030,,,"Phô mai thuần chay là một sản phẩm thay thế sữa có nguồn gốc thực vật thường được làm từ các nguyên liệu như hạt điều, đậu nành hoặc dầu dừa, được thiết kế để tái tạo kết cấu và hương vị của phô mai truyền thống. Những khối này thường cung cấp lựa chọn không chứa lactose, không chứa cholesterol với chất béo bão hòa thấp hơn phô mai sữa, mặc dù công thức rất khác nhau về chất lượng dinh dưỡng và độ tan chảy. Trong khi một số loại sử dụng quá trình lên men để tạo ra hương vị thơm, thì những loại khác lại dựa vào các chất phụ gia để đạt được độ đặc có thể cắt lát hoặc cắt nhỏ phù hợp với bánh mì sandwich, gratins hoặc ván charcuterie.",75
8c470ef2-864c-5241-91e1-2cfe11da2b45,,,Nướng vỉ nguyên bò Brisket (Grilled Whole Beef Brisket),DISH,350.0,20.0,30.0,0.0,0.0,0.0,80.0,de172d43-2578-4f27-a571-6d871460d273,,,"Thịt ức bò nguyên con nướng là món thịt nướng truyền thống được cắt từ phần ức dưới của con bò, cần nấu chậm trên nhiệt gián tiếp để phân hủy collagen của nó thành gelatin mềm. Bên ngoài phát triển lớp vỏ dày dặn đặc trưng (được gọi là 'vỏ cây') khi tiếp xúc lâu với khói và nhiệt khô, trong khi bên trong vẫn ẩm và có hương vị đậm đà. Loại thịt giàu protein này cung cấp lượng sắt và kẽm đáng kể, mặc dù lượng vân mỡ đáng kể của nó dẫn đến hàm lượng chất béo bão hòa cao hơn. Thịt ức được chế biến đúng cách sẽ đạt đến nhiệt độ bên trong từ 195-205°F, đạt được độ mềm khi tách rời đặc trưng được đánh giá cao trong các món nướng.",80
b4b00a39-b5f9-54cf-9b5b-7896a54eaed3,,,Diet Fruit Flavored Drink Mix (Diet Fruit Flavored Drink Mix),INGREDIENT,218.0,0.45,0.04,87.38,0.1,0.0,17.0,85ac50db-ec45-4d0f-b644-c46a43621f31,,,"Hỗn hợp đồ uống có hương vị trái cây dành cho người ăn kiêng là một loại đồ uống dạng bột không đường được thiết kế để tạo ra nước có hương vị ít calo khi hòa tan. Những hỗn hợp này thường sử dụng chất làm ngọt nhân tạo như aspartame hoặc stevia để tái tạo vị ngọt mà không cần thêm đường, khiến chúng trở nên phổ biến trong việc hydrat hóa có hàm lượng calo thấp. Mặc dù tiện lợi và dễ mang theo nhưng chúng thường thiếu chất dinh dưỡng đáng kể trừ khi được tăng cường và hương vị trái cây của chúng bắt nguồn từ các hợp chất tổng hợp hơn là hàm lượng trái cây thực tế.",75
e6b922e6-935d-5d80-ac6c-752715dd842b,,,Kem nước ngọt (Cream Soda),DISH,51.0,0.0,0.0,13.3,0.0,13.3,12.0,85ac50db-ec45-4d0f-b644-c46a43621f31,,,"Soda kem là một loại nước ngọt có ga có vị ngọt đặc trưng bởi hương vị vani nổi bật và cảm giác mịn màng trong miệng. Loại đồ uống không chứa caffeine này thường chứa hàm lượng đường cao và thường có màu vàng hổ phách, bắt nguồn từ truyền thống đài phun nước ngọt ở Bắc Mỹ. Mặc dù thường được thưởng thức ướp lạnh như một thức uống độc lập, nhưng đặc tính vani đặc biệt của nó cũng khiến nó trở thành một thành phần phổ biến trong công thức món tráng miệng và pha chế cocktail.",75
51e208e6-252f-5e0c-b289-1601200f374c,,,Không Gluten Linguine (Gluten-Free Linguine),INGREDIENT,351.0,8.8,1.75,74.0,3.5,2.0,0.0,0852d9bc-2e45-4277-87e8-4e9497c6f0d4,,,"Linguine không chứa gluten là một loại mì ống thay thế được làm từ các loại bột không phải lúa mì như gạo, ngô hoặc quinoa, được thiết kế để tái tạo hình dạng và kết cấu của mì ống truyền thống. Các sợi phẳng, giống như dải ruy băng của nó nấu có kết cấu hơi cứng hơn so với mì ống làm từ lúa mì và cần thời gian chính xác để tránh nấu quá chín. Mặc dù về mặt dinh dưỡng, carbohydrate có thể so sánh với mì ống thông thường, nhưng nó thường chứa ít protein và chất xơ hơn trừ khi được tăng cường, khiến nó cần thiết cho chế độ ăn nhạy cảm với gluten nhưng vốn không lành mạnh hơn đối với người dùng không bị hạn chế.",75
a9edb39a-3a4e-5e60-afca-6c7efe5030b4,,,Trứng Drop súp (Egg Drop Soup),DISH,27.0,1.16,0.61,4.29,0.4,0.09,370.0,858156f4-0c43-40f6-b7d6-9d2f1d491e33,,,"Súp trứng thả là một món ăn cổ điển của Trung Quốc với những sợi trứng nấu chín mềm mượt lơ lửng trong nước dùng trong, thơm ngon. Trứng được nhúng vào nước luộc gà hoặc rau đang sôi, tạo ra những sợi mỏng manh cung cấp protein chất lượng cao trong khi vẫn giữ lượng calo thấp. Món súp nhẹ nhàng nhưng ngon miệng này thường bao gồm hành lá hoặc đậu phụ để tạo kết cấu và thường được nêm đơn giản với gừng, nước tương hoặc dầu mè, mặc dù một số phiên bản sử dụng bột bắp để làm đặc nhẹ.",75
fed1f404-a03e-55d4-b2f2-abef16855a64,,,Danish Pastry (Danish Pastry),DISH,440.73,4.5,27.3,46.1,3.0,17.0,301.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh ngọt Đan Mạch là một loại bánh ngọt nhiều lớp được làm bằng cách gấp bơ nhiều lần thành bột có men để tạo ra các lớp mềm, xốp đặc trưng. Món ăn sáng và tráng miệng phong phú này, có nguồn gốc từ Đan Mạch nhưng được các thợ làm bánh người Áo hoàn thiện, thường có nhiều loại nhân trái cây, quả hạch hoặc kem có hình dạng xoắn ốc hoặc gấp nếp đặc trưng. Do cấu trúc bột nhiều lớp bơ, bánh ngọt Đan Mạch có hàm lượng chất béo và calo cao đáng kể, với một khẩu phần ăn thường chứa một lượng đáng kể chất béo bão hòa và đường.",75
ba0d5304-774c-512f-9d66-d08708b3322f,,,Caramel bắp rang bơ với Nuts (Caramel Popcorn with Nuts),DISH,400.0,6.4,7.8,80.7,3.8,45.4,177.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bắp rang caramel với các loại hạt là một món ăn nhẹ có vị ngọt kết hợp giữa bắp rang bơ và các loại hạt rang được phủ một lớp men caramel bóng. Hỗn hợp này thường được nướng để đạt được kết cấu giòn, cân bằng độ giòn của các loại hạt với vị dính của caramel. Trong khi các loại hạt bổ sung protein và chất béo lành mạnh, thì món ăn nhẹ lại chứa nhiều calo do hàm lượng đường và chất béo cao, đòi hỏi phải kiểm soát khẩu phần ăn một cách chú ý. Các biến thể phổ biến bao gồm hạnh nhân, đậu phộng hoặc hồ đào, mang đến sự khác biệt về hương vị và kết cấu tinh tế.",75
2907a0e3-e043-5f48-8614-43d3fb2c0571,,,Không muối Margarine (Unsalted Margarine),INGREDIENT,715.0,0.19,80.5,0.73,0.0,0.0,2.0,179f9c83-d8b7-4ed3-852a-438529a88828,,,"Bơ thực vật không muối là chất thay thế bơ có nguồn gốc thực vật được tạo ra thông qua quá trình nhũ hóa dầu thực vật, được phân biệt bằng việc hoàn toàn không bổ sung natri. Nguồn chất béo không chứa cholesterol này được ưu tiên sử dụng trong làm bánh để kiểm soát hương vị chính xác và phục vụ chế độ ăn thuần chay và chế độ ăn ít natri, thường cung cấp tỷ lệ chất béo không bão hòa cao hơn bơ sữa khi được làm bằng dầu không hydro hóa.",75
b050b959-b74f-570d-abba-1b09290ba77d,,,Không Gluten bánh mì nguyên cám (Gluten-Free Whole Wheat Bread),DISH,280.0,4.5,2.5,57.0,4.0,5.0,200.0,34d3024c-4bb7-46a0-8480-f45f99dd3d32,,,"Bánh mì nguyên hạt không chứa gluten là một sản phẩm bánh đặc biệt được thiết kế để tái tạo lợi ích dinh dưỡng và hương vị thơm ngon của bánh mì nguyên hạt truyền thống không có ngũ cốc chứa gluten. Nó thường kết hợp các loại ngũ cốc nguyên hạt thay thế như gạo lứt hoặc bột lúa miến với các chất liên kết như kẹo cao su xanthan để đạt được kết cấu giống bánh mì. Trong khi vẫn duy trì hàm lượng chất xơ tương đương thông qua các thành phần như vỏ mã đề, nhiều loại được bổ sung thêm chất dinh dưỡng để phù hợp với thành phần vitamin của bánh mì thông thường. Sản phẩm cuối cùng thường có vị vụn đặc hơn và hương vị hơi hạt hơn so với các sản phẩm làm từ lúa mì, đóng vai trò là sản phẩm chủ yếu cho chế độ ăn kiêng không chứa gluten và celiac.",75
e1e44196-56e1-5956-bc9a-bf0c115b54d5,,,Durum Wheat bột mì (Durum Wheat Flour),INGREDIENT,351.58,12.4,1.6,74.0,6.3,1.7,1.6,7aa75582-4482-4305-80f6-aa6cfccec44c,,,"Bột mì cứng là sản phẩm xay xát có hàm lượng protein cao được làm độc quyền từ lúa mì cứng, loại lúa mì cứng nhất thông thường. Cấu trúc gluten dày đặc của nó mang lại độ đàn hồi đặc biệt, khiến nó trở thành loại bột được ưa thích để sản xuất mì ống và bánh mì Địa Trung Hải. Màu vàng đặc biệt của bột mì đến từ các sắc tố caroten tự nhiên trong hạt, trong khi kết cấu thô và tỷ lệ hấp thụ độ ẩm thấp đảm bảo mang lại kết quả lý tưởng cho các loại mì ống có hình dạng.",75
22a92389-2804-55ba-a14c-32fff1cc6e8d,,,Dal Makhani (Dal Makhani),DISH,116.0,6.0,4.0,14.0,3.0,2.0,200.0,99999999-9999-9999-9999-999999999999,,,"Dal Makhani là món đậu lăng cổ điển của Bắc Ấn Độ có nguồn gốc từ Punjab, bao gồm đậu lăng đen và đậu thận nấu chín chậm trong nước sốt cà chua cay được làm giàu với bơ và kem. Món ăn này được đặc trưng bởi kết cấu mượt mà và hương vị phức tạp được phát triển thông qua quá trình đun sôi kéo dài với các chất thơm như tỏi, gừng và garam masala. Trong khi cung cấp đáng kể chất đạm có nguồn gốc thực vật và chất xơ từ cây họ đậu, các thành phần sữa của chế phẩm truyền thống góp phần mang lại hàm lượng chất béo bão hòa cao hơn so với các chế phẩm đậu lăng đơn giản hơn.",75
08ce32bd-fd7f-5503-b78a-641294d51694,,,Sô cô la Crepe (Chocolate Crepe),DISH,174.55,3.94,6.76,23.65,2.03,9.57,236.49,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh crepe sô cô la là một món tráng miệng cổ điển của Pháp bao gồm một chiếc bánh kếp mỏng như tờ giấy được làm từ bột mì tinh tế, phủ đầy sô cô la hoặc nước sốt đậm đà. Bánh crepe được nấu trên một vỉ nướng phẳng đặc biệt cho đến khi vàng và dẻo, sau đó thường gấp hoặc cuộn quanh nhân sô cô la. Những chiếc bánh crepe tráng miệng này thường được trang trí bằng đường bột, kem đánh bông hoặc các loại đồ phủ bổ sung như quả mọng tươi hoặc các loại hạt, tạo ra sự cân bằng giữa kết cấu và hương vị.",75
f05f8d93-9c15-59ab-86ba-83833fa9a264,,,Thousand Island Dressing (Thousand Island Dressing),DISH,384.0,1.09,35.1,16.0,0.8,15.2,962.0,99999999-9999-9999-9999-999999999999,,,"Nước sốt Thousand Island là một loại gia vị ngọt của Mỹ kết hợp sốt mayonnaise, sốt cà chua và dưa chua ngọt thái nhỏ để tạo ra kết cấu dạng kem với độ giòn tinh tế. Sự cân bằng đặc trưng giữa hương vị thơm và đường khiến nó trở thành loại phủ phổ biến cho món salad, bánh mì kẹp thịt và bánh mì sandwich, mặc dù nó chứa hàm lượng đường và chất béo cao đáng kể trong mỗi khẩu phần. Tính linh hoạt của loại nước sốt này trong các ứng dụng mặn tương phản với thành phần dinh dưỡng của nó, có thể yêu cầu điều độ trong chế độ ăn kiêng có hàm lượng calo.",75
10553ee7-acac-58df-bc5b-2306f94561d6,,,"Pinot Grigio, hộped (Pinot Grigio, Boxed)",DISH,83.0,0.07,0.0,2.06,0.0,2.06,7.0,99999999-9999-9999-9999-999999999999,,,"Pinot Grigio là một loại rượu vang trắng nhẹ được làm từ nho màu xanh xám, với bao bì đóng hộp mang lại độ tươi lâu hơn thông qua hệ thống túi trong hộp kín khí giúp ngăn chặn quá trình oxy hóa. Định dạng này mang lại thời hạn sử dụng từ 4-6 tuần sau khi mở so với rượu đóng chai, cùng với chi phí cho mỗi khẩu phần thấp hơn. Rượu có độ axit giòn với hương cam quýt và táo xanh, chứa khoảng 120 calo và 3-4g carbohydrate trên mỗi khẩu phần 5oz - điển hình cho rượu vang trắng khô.",75
42354b4e-b67c-5dfb-8f68-1bb480400628,,,Drumstick (Drumstick),DISH,311.83,4.3,16.13,36.56,1.08,23.66,129.03,99999999-9999-9999-9999-999999999999,,,"A Drumstick là một món tráng miệng kem cổ điển có kem vani được phục vụ trong một chiếc nón đường giòn với phần bên trong phủ sô cô la đặc biệt. Chiếc nón được phủ một lớp kem vani đậm đà, phủ một lớp vỏ sô cô la cứng và hoàn thiện bằng một lớp phủ đậu phộng nghiền, tạo nên sự kết hợp đặc trưng giữa kết cấu kem, giòn và sô cô la. Món ăn đông lạnh này khác biệt đáng kể so với các phiên bản đóng gói do cách chế biến tươi ngon và khẩu phần phong phú theo phong cách phòng khách.",75
70f6c640-6728-5756-9877-575939e9f6d9,,,White Snack bánh ngọt (White Snack Cake),DISH,374.0,3.47,11.5,64.0,1.0,37.3,470.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh snack trắng là một loại bánh nướng được sản xuất thương mại được làm từ bột mì được làm ngọt, giàu dinh dưỡng và thường chứa chất bảo quản để kéo dài thời hạn sử dụng. Mặc dù được bổ sung vitamin B và sắt, nhưng những chiếc bánh riêng lẻ này lại chứa nhiều đường bổ sung và carbohydrate tinh chế với lượng chất xơ tối thiểu. Được thiết kế như một món ăn nhẹ tiện lợi, thành phần dinh dưỡng của chúng khiến chúng phù hợp nhất để tiêu thụ thường xuyên thay vì đưa vào chế độ ăn kiêng thông thường.",75
1c5a8231-8f6a-5f75-83b8-15146a0d9b2a,,,Mushroom Gravy (Mushroom Gravy),DISH,50.0,1.26,2.71,5.47,0.4,1.5,570.0,d955f552-54bb-4357-b9be-a0269615a707,,,"Nước sốt nấm là một loại nước sốt chay thơm ngon được làm bằng cách đun sôi nấm trong nước dùng và làm đặc hỗn hợp với bột mì hoặc bột ngô. Hương vị umami đậm đà của nó đến từ glutamate tự nhiên trong nấm, mang đến một lựa chọn thay thế ít chất béo hơn cho nước xốt làm từ thịt đồng thời cung cấp chất xơ và vitamin B. Loại nước sốt đa năng này kết hợp tốt với rau nướng, khoai tây nghiền và protein từ thực vật, đồng thời có thể dễ dàng thích nghi với chế độ ăn thuần chay bằng cách sử dụng dầu thay vì bơ.",95
1ff2cec5-ab69-51bb-8550-c8ea1a19268e,,,"Sardines, đóng hộp, nguyên (Sardines, Canned, Whole)",DISH,208.0,24.0,11.45,0.0,0.0,0.0,400.0,99999999-9999-9999-9999-999999999999,,,"Cá mòi đóng hộp là loại cá nhỏ, nhiều dầu được bảo quản nguyên con trong dầu, nước hoặc nước sốt, với xương ăn được của chúng giúp tăng cường đáng kể canxi và vitamin D. Những loại cá giàu chất dinh dưỡng này đặc biệt giàu axit béo omega-3 và protein hoàn chỉnh, đồng thời kích thước nhỏ của chúng giúp giảm thiểu sự tích tụ thủy ngân so với các loại hải sản lớn hơn. Thường được ăn trực tiếp từ hộp thiếc, chúng cung cấp một lựa chọn protein bền vững, ổn định trong thời hạn sử dụng với hương vị thơm ngon đặc biệt và kết cấu mềm, mềm.",75
332a9848-7b18-5d54-a996-5689d4b58061,,,Chipotle mayonnaise (Chipotle Mayonnaise),DISH,643.0,0.0,71.0,7.0,0.0,7.0,600.0,99999999-9999-9999-9999-999999999999,,,"Chipotle mayonnaise là một loại gia vị cay được làm bằng cách trộn sốt mayonnaise truyền thống với ớt jalapeño hun khói và gia vị adobo. Nó duy trì hàm lượng chất béo cao như sốt mayonnaise thông thường trong khi kết hợp capsaicin từ ớt, tạo ra hơi nóng khói đặc trưng và kích thích trao đổi chất tinh tế. Thường được sử dụng làm nước chấm hoặc phết bánh sandwich, phiên bản tăng cường hương vị này tạo thêm chiều sâu cho bánh mì kẹp thịt và bánh taco nhưng yêu cầu nhận thức về khẩu phần do hàm lượng calo đậm đặc.",75
090c0cc2-64c9-5007-94f4-d1d7882e4098,,,"Sea Bass, Tươi sống (Sea Bass, Raw)",INGREDIENT,97.0,18.4,2.0,0.0,0.0,0.0,68.0,99999999-9999-9999-9999-999999999999,,,"Cá vược là thuật ngữ chung để chỉ một số loài cá nước mặn được đánh giá cao nhờ hương vị nhẹ, béo như bơ và kết cấu chắc, bong tróc khi nấu chín. Nguồn protein nạc này cung cấp axit béo omega-3 có lợi cho tim trong khi vẫn chứa ít chất béo bão hòa, khiến nó trở thành lựa chọn hải sản cân bằng dinh dưỡng. Thịt sống có vẻ bán trong suốt với màu trắng hồng, trở nên đục và mềm khi nấu bằng các phương pháp nấu như nướng hoặc áp chảo. Mặc dù phổ biến trong ẩm thực cao cấp, người tiêu dùng nên xác minh nguồn cung ứng do lo ngại về tính bền vững của một số giống cá vược nhất định.",75
89beaed7-2050-5c42-872f-3ff447db5d61,,,No-Bake sô cô la Oat Bánh quy (No-Bake Chocolate Oat Cookies),DISH,425.0,7.5,19.0,60.0,3.5,30.0,150.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh quy yến mạch sô cô la không nướng là món tráng miệng nhanh chóng, không cần lò nướng, kết hợp yến mạch cán, bột ca cao, bơ đậu phộng và chất làm ngọt như đường hoặc mật ong. Những món ăn dai, đặc này có cấu trúc từ đặc tính liên kết của bơ đậu phộng và chất làm ngọt đông đặc, mang đến một bữa ăn nhẹ giàu chất xơ với lượng protein vừa phải. Mặc dù chúng cung cấp nhiều chất dinh dưỡng thực phẩm hơn so với bánh quy nướng truyền thống, nhưng hàm lượng calo và đường của chúng vẫn đáng kể, khiến việc kiểm soát khẩu phần trở nên quan trọng đối với việc theo dõi chế độ ăn kiêng.",75
347541ec-baa7-50f0-8f32-18ae41a77967,,,Fudge (Fudge),DISH,410.53,5.26,21.05,52.63,1.05,40.0,84.21,99999999-9999-9999-9999-999999999999,,,"Fudge là một loại bánh kẹo béo ngậy được làm bằng cách nấu đường, bơ và sô cô la cho đến khi kết tinh thành một kết cấu mịn và đặc. Món ăn chủ yếu trong quán cà phê tráng miệng có vị ngọt đậm đà này thường được phục vụ theo từng phần nhỏ, hình vuông do hàm lượng đường và chất béo đậm đặc. Độ đặc mịn, mịn đặc trưng của nó khiến nó trở nên khác biệt so với các món tráng miệng sô cô la khác, đồng thời chất lượng tan chảy trong miệng khiến nó trở thành lựa chọn phổ biến để chia sẻ hoặc trang trí đĩa tráng miệng.",75
b0e84605-bd98-5dc1-b79b-49dc0e529d07,,,Fish Tacos (Fish Tacos),DISH,248.0,12.0,15.0,28.0,3.5,2.0,280.0,34d3024c-4bb7-46a0-8480-f45f99dd3d32,,,"Cá tacos là một món ăn lấy cảm hứng từ Mexico có nguồn gốc từ Baja California, bao gồm các loại cá trắng mịn như cá tuyết hoặc mahi-mahi được phục vụ trong bánh ngô mềm hoặc bột mì. Cá thường được nướng để cung cấp protein nạc hoặc tẩm bia và chiên cho giòn, kèm theo bắp cải giòn và nước sốt cam quýt mang lại độ tươi và chất xơ. Thích hợp với chế độ ăn không chứa gluten khi sử dụng bánh ngô và các chế phẩm không tẩm bột, món ăn này kết hợp cá giàu omega-3 với lớp phủ giàu dinh dưỡng để cân bằng dinh dưỡng.",88
3b8e7645-658f-5dee-81b7-959234e051ed,,,"Turkey Chorizo, Tươi sống (Turkey Chorizo, Raw)",INGREDIENT,186.0,15.7,11.4,4.3,2.9,1.4,771.0,de172d43-2578-4f27-a571-6d871460d273,,,"Chorizo ​​​​Thổ Nhĩ Kỳ là một lựa chọn thay thế nhẹ nhàng hơn cho chorizo ​​thịt lợn truyền thống, trộn gà tây xay với các loại gia vị đặc trưng như ớt bột hun khói, tỏi và ớt. Xúc xích sống này cần được nấu chín kỹ trước khi tiêu thụ, thường được áp chảo hoặc nướng cho đến khi chín vàng hoàn toàn. Trong khi vẫn duy trì hương vị đậm đà, khói của chorizo ​​cổ điển, nó giúp giảm đáng kể hàm lượng chất béo bão hòa và mật độ protein cao hơn trên mỗi khẩu phần. Nhiều loại thương mại được tẩm giấm để tạo độ thơm và có công thức không chứa gluten.",80
f0b9799d-41a1-5a30-9801-3d5aecc62478,,,Mediterranean mì Salad (Mediterranean Pasta Salad),DISH,195.0,5.0,15.0,20.0,2.5,1.5,350.0,0852d9bc-2e45-4277-87e8-4e9497c6f0d4,,,"Salad mì ống Địa Trung Hải là một món ăn ướp lạnh kết hợp mì ống nấu chín với các loại rau tươi như cà chua, dưa chuột và hành tím, thường được tạo điểm nhấn bằng ô liu mặn, phô mai feta và các loại thảo mộc như lá oregano hoặc húng quế. Dầu giấm chanh-ô liu đặc trưng của nó bổ sung độ axit sáng đồng thời đóng góp chất béo không bão hòa đơn có lợi cho tim. Lựa chọn bữa ăn cân bằng này cung cấp carbohydrate phức tạp, protein từ thực vật từ các loại đậu hoặc pho mát, và các loại rau giàu chất chống oxy hóa, với các chế phẩm thích hợp cho chế độ ăn không có gluten hoặc thuần chay thông qua việc thay thế thành phần.",95
