"filename", "language", "YAML", "Markdown", "C++", "Dart", "Kotlin", "Java Properties", "JSON", "HTML", "XML", "Swift", "MS SQL", "CSV", "Docker", "Batch", "Java", "Ignore", "comment", "blank", "total"
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\health\Injury.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 12, 49
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\notification\UserNotification.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 9, 37
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\DailyEating.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 12, 62
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\DietTag.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 7, 32
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\Food.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 22, 95
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\FoodCategory.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 8, 34
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\FoodServing.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 8, 32
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\MealItem.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 1, 18, 71
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\MealSlot.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 11, 47
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\Recipe.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 9, 37
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\nutrition\RecipeIngredient.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 8, 32
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\User.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 7, 29
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserAllergy.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 8, 42
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserCheckInHistory.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 21, 69
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserDietPreference.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 7, 40
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserFoodPreference.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 7, 37
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserGoal.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 8, 29
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserHealthCondition.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 7, 32
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserInjury.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 8, 36
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserMetricHistory.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 13, 39
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserProfile.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 14, 44
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\user\UserStepHistory.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 9, 39
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\BodyPart.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 6, 33
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\DailyWorkout.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 12, 54
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\DailyWorkoutItem.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 1, 17, 65
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\Exercise.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 18, 81
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\Muscle.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 8, 41
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\WorkoutCategory.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 6, 31
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\WorkoutLog.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 12, 59
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\WorkoutPlan.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 11, 54
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\WorkoutSession.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 8, 43
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\entity\workout\WorkoutSessionExercise.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 11, 51
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\ActivityLevel.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\CategoryAppliesTo.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\DietAdherenceLevel.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\DifficultyLevel.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\DislikedFoodGroup.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\FoodBudget.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\FoodPreferenceType.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 9
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\FoodType.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\Gender.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\Goal.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\MealType.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 12
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\RecoveryStatus.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\model\enums\SeverityLevel.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\AllergyMasterRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\BodyPartRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\DailyEatingRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 6, 23
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\DailyWorkoutItemRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 12
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\DailyWorkoutRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 6, 23
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\DietTagRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 10
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\ExerciseRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 6, 35
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\FoodCategoryRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 10
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\FoodRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 11, 39
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\HealthConditionRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\InjuryRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\MealItemRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 4, 15
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\MealSlotRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\MuscleRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserAllergyRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserCheckInHistoryRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserDietPreferenceRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserFoodPreferenceRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserGoalRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 3, 14
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserHealthConditionRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserInjuryRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserMetricHistoryRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 3, 11
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserNotificationRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 7, 24
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserProfileRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 3, 11
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 4, 15
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\UserStepHistoryRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 7, 21
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\WorkoutCategoryRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\WorkoutPlanRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\WorkoutSessionExerciseRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\repository\WorkoutSessionRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\security\JwtAuthenticationFilter.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 2, 6, 65
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\security\JwtService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 1, 15, 87
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\AdminService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 8
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\AssessmentService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\AuthService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\CalorieCalculatorService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 7, 16, 113
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\ChatbotService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 4, 11
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\CheckInService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\ExerciseService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 4, 24
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\FcmService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 13, 102
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\FoodService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 4, 24
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\GeminiService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\HealthInjuryService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 8, 28, 208
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\NotificationSchedulerService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 9, 81
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\NotificationService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\NutritionDiaryService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 1, 6, 30
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\SmartSwapService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 4, 15
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\StepService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 4, 15
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\UserService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\WorkoutDiaryService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 4, 24
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\WorkoutPlanService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\WorkoutSessionService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 4, 15
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\AdminServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 2, 13, 92
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\AssessmentServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 12, 22, 222
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\AuthServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 23, 146
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\ChatbotServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 7, 29, 178
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\CheckInServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 7, 41, 333
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\DietSuggestionHelper.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 755, 0, 10, 87, 852
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\ExerciseServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 26, 213
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\FoodServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 3, 26, 272
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\GeminiClient.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 4, 28, 139
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\GeminiServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 29, 159
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\GroqClient.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 23, 104
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\LlmRouterService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 1, 13, 72
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\NotificationServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 14, 98
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\NutritionDiaryServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 378, 0, 6, 48, 432
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\SmartSwapServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 4, 32, 194
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\StepServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 17, 94
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\UserServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 17, 113
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\WorkoutDiaryServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 311, 0, 4, 40, 355
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\WorkoutPlanServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 28, 196
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\WorkoutSessionServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 2, 26, 202
"c:\Personal\DATN\BodyPilot\backend\src\main\java\com\bodypilot\backend\service\impl\WorkoutSuggestionHelper.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 474, 0, 5, 61, 540
"c:\Personal\DATN\BodyPilot\backend\src\main\resources\application.properties", "Java Properties", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 28
"c:\Personal\DATN\BodyPilot\backend\src\test\java\com\bodypilot\backend\BackendApplicationTests.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 14
