id,created_at,updated_at,name,type,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,fiber_per_100g,sugar_per_100g,sodium_mg_per_100g,category_id,default_serving_id,image_url,description,health_score
6f912417-591c-5651-8912-37b5ece399ba,,,Bỏng ngô lò vi sóng tiêu đen (Black Pepper Microwave Popcorn),DISH,429.0,12.3,8.6,68.2,3.5,2.0,292.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bắp rang tiêu đen dùng trong lò vi sóng là một món ăn nhẹ tẩm gia vị được làm bằng cách đun nóng các phần hạt đã được chia sẵn và gia vị trong túi an toàn cho lò vi sóng. Hương vị cay, đậm đà của nó đến từ hạt tiêu đen nứt và thường chứa ít natri hơn các loại có hương vị bơ, mặc dù nó có thể bao gồm chất bảo quản hoặc chất tăng hương vị nhân tạo. Việc chế biến bằng lò vi sóng tạo ra những hạt nhân nổ trong không khí với kết cấu nhẹ, mang đến một bữa ăn nhẹ tiện lợi cho một khẩu phần mà không cần thêm dầu hoặc thiết bị.",75
e18c787d-1d1f-554f-b692-260aa26399e2,,,Hỗn hợp bánh kếp việt quất (Blueberry Pancake Mix),INGREDIENT,361.0,16.0,3.8,65.0,3.0,18.0,450.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Hỗn hợp bánh kếp việt quất là hỗn hợp khô làm sẵn có chứa bột mì, chất tạo men và quả việt quất khô hoặc đông khô, thường được làm ngọt trước và được làm giàu với các vitamin như sắt và vitamin B. Được thiết kế để thuận tiện, nó chỉ yêu cầu các nguyên liệu lỏng để tạo ra những chiếc bánh bông xốp với hương vị quả mọng bùng nổ, mặc dù công thức chế biến dẫn đến lượng carbohydrate tinh chế và hàm lượng đường bổ sung cao hơn so với các loại bánh tự làm. Thời hạn sử dụng kéo dài và kết quả nhất quán của hỗn hợp này khiến nó trở nên phổ biến trong bữa sáng nhanh chóng, nhưng người dùng nên lưu ý các chất phụ gia tiềm ẩn như chất bảo quản hoặc hương liệu nhân tạo.",75
0d2d01c8-2cca-5191-a34d-c7dbb2d20af4,,,Kefir hương trái cây có đường (Sweetened Fruit-Flavored Kefir),DISH,60.0,3.2,0.8,9.6,0.0,8.8,36.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Kefir có hương vị trái cây ngọt là một thức uống từ sữa được nuôi cấy kết hợp các lợi ích probiotic của sữa lên men truyền thống với hương vị trái cây và chất làm ngọt bổ sung. Trong khi vẫn giữ lại các vi khuẩn có lợi cho đường ruột và kết cấu hơi sủi bọt của kefir thông thường, phiên bản này có hương vị ngọt ngào hơn, hương trái cây, thường giống với sữa chua uống được. Đường bổ sung làm tăng hàm lượng carbohydrate so với các loại không đường, khiến việc nhận thức về khẩu phần ăn trở nên quan trọng đối với những người theo dõi lượng đường ăn vào.",75
dbe4f89d-6a2f-5cff-ab92-eb1aea47055f,,,Kem bánh quy và kem (Cookies and Cream Ice Cream),DISH,200.0,3.5,10.0,22.0,1.0,20.0,80.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh quy và kem là một món tráng miệng đông lạnh làm từ sữa phổ biến với kem vani ngọt được trộn với những miếng bánh quy bánh sandwich sô cô la. Cách pha chế này tạo ra sự tương phản đặc trưng giữa phần đế mịn như kem và những miếng bánh quy giòn, thường giữ được hương vị ca cao đặc trưng dù đã đông lạnh. Mặc dù cung cấp lượng protein tối thiểu, hương vị này thường chứa hàm lượng đường bổ sung và chất béo bão hòa cao từ các thành phần kem và bánh quy, với các chất gây dị ứng phổ biến bao gồm sữa, lúa mì và đậu nành.",75
615e4c3f-322e-5228-a3b7-bcf56200df4e,,,Bánh gạo không chứa gluten (Gluten-Free Rice Cakes),DISH,387.0,8.2,2.8,81.5,4.2,0.88,26.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh gạo không chứa gluten là một món ăn nhẹ, giòn được làm từ gạo nguyên hạt căng phồng được ép thành đĩa tròn. Chúng cung cấp nguồn gốc tự nhiên không chứa gluten, ít calo cho lớp phủ ngọt hoặc mặn, với hầu hết các loại chứa ít hơn 1g chất béo mỗi khẩu phần. Mặc dù được xử lý tối thiểu thông qua sự giãn nở nhiệt, kết cấu thoáng mát và hương vị nhẹ khiến chúng trở nên linh hoạt cho các chế độ ăn kiêng quan tâm đến dinh dưỡng, mặc dù chúng thường thiếu chất xơ hoặc protein đáng kể trừ khi được tăng cường.",75
19b400ed-10c2-5b71-85a5-1cf6292ab3dc,,,Dưa chua ngọt (Sweet Pickle Relish),DISH,130.0,0.37,0.47,35.1,1.1,29.1,811.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Món dưa chua ngọt là một loại gia vị được làm từ dưa chuột thái nhỏ ngâm trong nước muối giấm đường, nổi bật bởi vị ngọt tươi cân bằng với độ chua thơm. Loại gia vị này thường chứa thêm đường hoặc xi-rô ngô, góp phần tạo nên hương vị đặc trưng và hàm lượng carbohydrate cao hơn so với các loại làm từ thì là. Kết cấu băm nhỏ, giòn khiến nó trở thành loại phủ phổ biến cho xúc xích, bánh mì kẹp thịt và salad khoai tây, trong khi vị ngọt đậm đặc của nó cũng tạo nên sự phức tạp cho các món sốt và nước chấm.",75
6fd5c439-43ae-5b69-b36d-950fc8b2338c,,,Bánh quy wafer (Wafer Cookies),DISH,433.0,6.6,14.2,72.7,3.4,37.4,580.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh quy wafer là loại bánh nướng mỏng, giòn được làm từ nhiều lớp bột ngọt. Đặc trưng bởi kết cấu nhẹ, thoáng mát và thường chứa đầy kem có hương vị hoặc lớp phủ sô cô la, những chiếc bánh quy ít béo này lấy phần lớn lượng calo từ carbohydrate và đường tinh chế. Mặc dù phổ biến như một món tráng miệng hoặc món ăn nhẹ tinh tế, chúng thường cung cấp lượng protein hoặc chất xơ tối thiểu so với các loại bánh quy ngon hơn. Mẫu lưới đặc trưng và tiếng 'tách' sắc nét khi bị vỡ giúp phân biệt chúng với các món nướng đặc hơn như bánh quy bơ hoặc bánh quy sô cô la chip.",75
71184a24-f3ac-54f5-9f24-cf0f83d982a4,,,"Kefir vani, có đường (Vanilla Kefir, Sweetened)",DISH,70.0,3.5,1.5,12.0,0.0,11.0,60.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Kefir vani ngọt là một biến thể có hương vị của đồ uống từ sữa lên men kết hợp các lợi ích probiotic truyền thống của kefir với hương vani và chất làm ngọt bổ sung. Thức uống được nuôi cấy này duy trì độ mịn, hơi sủi bọt của kefir thông thường đồng thời mang lại hương vị dễ tiếp cận hơn cho những người mới sử dụng các sản phẩm sữa lên men. Mặc dù chứa các chế phẩm sinh học có lợi tương tự như kefir không đường, phiên bản này có hàm lượng đường cao hơn do có thêm chất làm ngọt.",75
0d091eac-c759-560e-a98a-1140a21c893f,,,Sữa không sữa hương sô cô la có đường (Sweetened Chocolate-Flavored Non-Dairy Milk),INGREDIENT,50.0,0.63,1.25,9.38,0.4,8.75,71.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa không đường có vị sô cô la ngọt là đồ uống có nguồn gốc thực vật kết hợp ca cao với chất làm ngọt bổ sung để tạo ra một sản phẩm thay thế lấy cảm hứng từ món tráng miệng cho sữa bò truyền thống. Thường được làm từ hạnh nhân, đậu nành hoặc yến mạch, loại sữa thay thế có hương vị này chứa nhiều đường và calo bổ sung hơn đáng kể so với các loại không đường trong khi vẫn duy trì việc tăng cường canxi và vitamin tương đương với các sản phẩm từ sữa. Hương vị sô cô la đậm đà của nó hấp dẫn những người ăn kiêng dựa trên thực vật nhưng đòi hỏi phải chú ý đến hàm lượng carbohydrate, mặc dù nó vẫn không chứa lactose và cholesterol một cách tự nhiên.",75
b61f9c6e-cf25-5aca-b616-d8c9c7a58249,,,Sữa đặc có đường (Sweetened Condensed Milk),INGREDIENT,330.0,8.0,9.0,55.0,0.0,54.0,240.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa đặc có đường là một sản phẩm sữa đặc, ổn định, được tạo ra bằng cách loại bỏ khoảng 60% nước khỏi sữa bò và thêm một lượng đường đáng kể. Quá trình này mang lại vị ngọt siêu đậm đặc, giống như caramel và kết cấu sền sệt giúp chống hư hỏng mà không cần để lạnh. Được sử dụng chủ yếu trong các công thức làm bánh và tráng miệng, nó tạo thành nền tảng cho các loại bánh kẹo chính như kẹo mềm, bánh tres leches và dulce de leche đồng thời góp phần tạo nên hương vị đậm đà cho đồ uống như trà đá Thái Lan.",75
96bbdfe8-7054-55f4-895f-684a3a7d49ff,,,Nam việt quất sấy khô có đường (Sweetened Dried Cranberries),INGREDIENT,308.0,0.15,1.19,80.9,5.4,70.1,4.3,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Quả nam việt quất khô có đường là quả nam việt quất đã khử nước được pha với đường hoặc nước ép trái cây để cân bằng vị chua tự nhiên của chúng, tạo ra một món ăn nhẹ dai, có vị thơm nhẹ. Trong khi quá trình sấy khô tập trung chất chống oxy hóa và chất xơ của trái cây, lượng đường bổ sung làm tăng đáng kể hàm lượng carbohydrate so với quả nam việt quất tươi. Những miếng bánh tart ngọt đa năng này thường được sử dụng trong các món trộn, đồ nướng và salad, mang đến một lựa chọn thuận tiện, ổn định khi bảo quản với hương vị đặc biệt.",75
db705ff1-24c0-57a7-825f-000f0321eb00,,,Sữa gạo không đường (Unsweetened Rice Milk),INGREDIENT,50.0,0.25,1.0,10.0,0.0,2.5,37.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa gạo không đường là một loại đồ uống có nguồn gốc thực vật được làm bằng cách trộn gạo xay với nước và lọc hỗn hợp. Loại sữa thay thế có vị nhẹ tự nhiên này không chứa các chất gây dị ứng thông thường như các loại hạt, đậu nành và lactose, khiến nó phù hợp với nhiều chế độ ăn kiêng. Mặc dù có hàm lượng protein thấp hơn so với sữa bò nhưng nó mang lại kết cấu nhẹ, mịn và hương vị trung tính, mặc dù nó có chứa carbohydrate tự nhiên từ gạo.",75
50499dec-6ed6-5f2f-b3be-20b6553c5fba,,,Sữa chua đậu nành có đường (Sweetened Soy Yogurt),DISH,111.0,4.0,2.5,18.0,1.0,15.0,50.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa chua đậu nành có đường là một loại sữa thay thế không chứa sữa cho sữa chua truyền thống được làm từ đậu nành nuôi cấy có bổ sung chất làm ngọt. Sản phẩm có nguồn gốc thực vật này duy trì kết cấu kem tương tự như sữa chua sữa đồng thời cung cấp hàm lượng protein đáng kể, mặc dù nó thường chứa ít canxi hơn trừ khi được tăng cường. Quá trình lên men tạo ra các chế phẩm sinh học có lợi, phù hợp cho những người đang tìm kiếm các lựa chọn không có sữa trong khi vẫn mong muốn những lợi ích về tiêu hóa của thực phẩm nuôi cấy.",75
e2255e0d-2992-5bb1-a57d-8cdaed53b967,,,Hỗn hợp bánh kếp protein (Protein Pancake Mix),INGREDIENT,369.0,23.1,3.1,60.0,3.0,10.0,1060.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Hỗn hợp bánh pancake protein là hỗn hợp nướng khô được pha chế để cung cấp hàm lượng protein cao hơn đáng kể so với hỗn hợp bánh pancake truyền thống, thường sử dụng whey protein cô lập, protein đậu hoặc các chất thay thế có nguồn gốc thực vật khác. Được thiết kế dành cho người dùng quan tâm đến thể chất, nó tạo ra những chiếc bánh bông xốp với 15-25g protein mỗi khẩu phần trong khi vẫn duy trì các phương pháp chế biến quen thuộc—thường chỉ cần nước hoặc sữa. Nhiều loại phục vụ các nhu cầu ăn kiêng cụ thể bằng cách cung cấp các công thức không chứa gluten, ít carb hoặc thuần chay để hỗ trợ phục hồi cơ bắp và duy trì năng lượng.",75
18e3adac-415d-54ad-8abb-9be5ab55353d,,,Bánh cuộn ngọt phủ kem (Frosted Sweet Roll),DISH,395.0,3.4,21.0,50.0,1.5,22.0,320.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh cuộn ngọt phủ sương là một loại bánh ngọt đậm đà, có men, có đế bánh mì mềm hình xoắn ốc phủ kem ngọt hoặc kem phủ phô mai. Món bánh ngọt ăn sáng hoặc tráng miệng này thường chứa bột mì tinh chế, bơ, đường và trứng, khiến nó trở thành một loại thực phẩm giàu calo, chứa nhiều carbohydrate và đường bổ sung. Bột nướng có kết cấu mềm, xốp bên dưới lớp kem phủ ngọt ngào, với các biến thể thường bao gồm quế hoặc các loại gia vị khác trong nhân.",75
f6e6d9f2-c373-54dc-9c37-2b681981deb1,,,"Bỏng ngô lò vi sóng, không muối (Microwave Popcorn, Unsalted)",INGREDIENT,430.0,12.6,9.5,73.4,14.2,0.54,490.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bỏng ngô bằng lò vi sóng (không ướp muối) là một món ăn nhẹ tiện lợi được làm từ hạt ngô khô đóng gói với dầu trong túi chịu nhiệt được thiết kế để chế biến bằng lò vi sóng. Không giống như các loại ngô được muối sẵn, phiên bản này không chứa thêm natri, mang lại hương vị hấp dẫn tự nhiên và kết cấu giòn của ngô rang bằng hơi dễ dàng nấu bằng lò vi sóng. Nó giữ lại các lợi ích từ ngũ cốc nguyên hạt của bỏng ngô — bao gồm cả chất xơ — đồng thời cung cấp tùy chọn ít natri hơn cho những người theo dõi lượng muối ăn vào.",75
91c7d9c2-2e8e-566c-9ca9-5a02113f351e,,,Sữa chua dừa có đường (Sweetened Coconut Yogurt),DISH,120.0,5.0,4.0,15.0,1.5,12.0,60.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Sữa chua dừa có đường là một loại sữa thay thế không chứa sữa được làm từ nước cốt dừa lên men có bổ sung chất làm ngọt. Loại sữa chua làm từ thực vật này có kết cấu dạng kem, béo ngậy tương tự như sữa chua sữa truyền thống, mặc dù nó thường chứa nhiều chất béo và ít protein hơn so với sữa chua sữa. Việc bổ sung các vi khuẩn sống mang lại lợi ích về men vi sinh, trong khi gốc dừa tự nhiên làm cho nó phù hợp với chế độ ăn thuần chay, không có sữa và không dung nạp lactose.",75
49269d2e-5a4d-5200-9dac-422d37c7f1b9,,,Bánh muffin cà rốt (Carrot Muffin),INGREDIENT,305.0,5.93,12.02,43.85,1.7,14.9,351.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh nướng xốp cà rốt là một loại bánh nướng có vị ngọt kết hợp với cà rốt cắt nhỏ, các loại gia vị ấm áp như quế hoặc nhục đậu khấu và thường được trộn với các loại gia vị như quả óc chó hoặc nho khô. Trong khi cà rốt cung cấp vị ngọt tự nhiên và một lượng chất xơ và beta-carotene vừa phải, thì phiên bản thương mại và tự làm thường chứa đường và dầu bổ sung làm tăng đáng kể mật độ calo. Những chiếc bánh nướng xốp này cân bằng giữa cảm giác thích thú như món tráng miệng với những lợi ích dinh dưỡng được nhận thấy từ việc bổ sung rau, thường được coi là một lựa chọn cho bữa sáng hoặc bữa ăn nhẹ.",75
61ff1955-b5bf-5ea2-b6e5-809d43a4a30e,,,Kem Rocky Road (Rocky Road Ice Cream),DISH,220.0,3.8,11.0,30.0,1.0,25.0,70.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Kem Rocky Road là một loại kem sô cô la đậm đà được phân biệt bởi sự kết hợp đặc trưng của kẹo dẻo, các loại hạt (thường là hạnh nhân) và các miếng sô cô la trộn lẫn trong đó. Món tráng miệng đông lạnh cổ điển này có kết cấu phức tạp với kẹo dẻo dẻo, các loại hạt giòn và kem sô cô la mịn. Là một loại kem cao cấp, nó có xu hướng chứa lượng calo và đường cao hơn so với kem thông thường do có nhiều hỗn hợp và nền sô cô la.",75
b406c7eb-7ac4-58b2-95d4-e3c6998f5a95,,,Bánh quy xoắn muối (Salted Pretzel Chips),DISH,393.0,7.1,2.4,85.7,3.5,7.1,964.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh quy cây mặn là một món ăn nhẹ nướng được làm từ bột mì đã được làm giàu, đặc trưng bởi kết cấu giòn và hình dạng xoắn hoặc phẳng đặc trưng. Bột trải qua một quá trình đun sôi ngắn trước khi nướng, tạo ra độ dai-giòn đặc biệt và bề mặt màu nâu vàng được phủ muối thô. Mặc dù ít chất béo hơn đồ ăn nhẹ chiên nhưng chúng thường chứa hàm lượng natri cao và cung cấp một lượng nhỏ sắt và vitamin B từ bột mì được làm giàu. Những loại khoai tây chiên này thường được thưởng thức như một món ăn nhẹ độc lập hoặc kết hợp với nước chấm, nhưng hàm lượng gluten và nồng độ muối của chúng có thể cần phải theo dõi khẩu phần.",75
7de798f0-c4e4-5e7f-b4be-54fab3776354,,,Kem vani (Vanilla Ice Cream),DISH,198.0,3.7,10.5,22.3,0.23,20.8,57.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Kem vani là một món tráng miệng sữa đông lạnh có đường được làm từ kem, sữa, đường và hương vani tự nhiên hoặc nhân tạo. Kết cấu mịn, dạng kem của nó là kết quả của việc khuấy trộn có kiểm soát trong quá trình sản xuất, kết hợp không khí đồng thời ngăn chặn sự hình thành tinh thể băng. Là loại kem mang tính biểu tượng nhất, nó được dùng làm nền cho nhiều món tráng miệng nhưng chứa lượng chất béo bão hòa đáng kể và lượng đường bổ sung trong mỗi khẩu phần.",75
6112e0b5-fdbc-57c6-85fe-97efa27b1c76,,,Granola dứa dừa có đường (Sweetened Pineapple Coconut Granola),INGREDIENT,443.0,9.8,23.0,54.0,6.6,21.0,16.4,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Granola dừa ngọt ngào là một loại ngũ cốc ăn sáng lấy cảm hứng từ vùng nhiệt đới kết hợp yến mạch nướng, dứa khô và dừa vụn có thêm chất làm ngọt như mật ong hoặc đường. Hỗn hợp này cân bằng giữa những miếng trái cây dai với những chùm giòn, cung cấp nguồn chất xơ có nguồn gốc thực vật và chất béo lành mạnh từ dừa, mặc dù lượng đường bổ sung của nó đóng góp đáng kể vào hàm lượng carbohydrate. Thường được nướng thành từng cụm, nó dùng làm lớp phủ thêm hương vị cho sữa chua hoặc đồ ăn nhẹ di động.",75
f9a47b2a-9588-55a9-b307-6c28dfde18f2,,,Thạch mâm xôi có đường (Sweetened Raspberry Jelly),DISH,55.0,1.0,0.0,13.2,0.0,13.2,78.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Thạch mâm xôi ngọt là một loại phết trái cây mịn được làm bằng cách nấu nước ép quả mâm xôi có thêm đường và pectin, tạo ra độ đặc sệt, trong suốt, khác biệt với mứt hoặc mứt. Không giống như phết trái cây nguyên chất, nó không chứa hạt hoặc cùi và đặc biệt có lượng đường bổ sung cao, cung cấp ít chất xơ nhưng có hương vị trái cây đậm đặc. Loại thạch này thường được sử dụng dưới dạng phết, tráng men hoặc làm nhân, mặc dù thành phần dinh dưỡng của nó khiến việc kiểm soát khẩu phần trở nên quan trọng đối với những người theo dõi lượng đường ăn vào.",75
af9b194f-f537-5dc8-a561-e6db3bb6c508,,,Bánh quy pita ít béo (Low-Fat Pita Chips),DISH,449.0,12.0,15.0,68.0,4.0,2.0,854.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh pita chiên ít béo là một món ăn nhẹ nướng được làm bằng cách cắt bánh mì pita thành hình tam giác và chiên giòn với lượng dầu tối thiểu để giảm hàm lượng chất béo. Những miếng khoai tây chiên này vẫn giữ được hương vị nhẹ nhàng như lúa mì của bánh pita truyền thống nhưng đạt được độ giòn nhẹ hơn khi nướng trong lò thay vì chiên. Mặc dù ít chất béo hơn so với khoai tây chiên thông thường nhưng chúng vẫn cung cấp carbohydrate từ đế bánh mì và thường có các gia vị như muối biển, tỏi hoặc thảo mộc để tăng thêm hương vị.",75
4e1710a6-0e63-5134-abba-b5ad8296d226,,,Bánh gạo mini caramel (Caramel Mini Rice Cakes),DISH,314.0,2.9,1.4,74.0,2.9,26.0,630.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh gạo mini caramen là một món ăn nhẹ có vị ngọt được làm từ những hạt gạo căng phồng được phủ một lớp đường caramen mỏng. Kết cấu đặc trưng của chúng kết hợp lớp nền nhẹ, giòn với vị giòn thỏa mãn từ men caramel, mang đến một lựa chọn thay thế ít chất béo hơn cho kẹo hoặc bánh quy truyền thống. Mặc dù không chứa gluten và được kiểm soát khẩu phần do kích thước nhỏ, nhưng chúng chứa carbohydrate đậm đặc và đường bổ sung, khiến chúng phù hợp nhất để thỉnh thoảng ăn vặt có chánh niệm.",75
fb361254-3928-561a-bac4-d04b28c7b830,,,"Bánh nướng, có đường (Turnover, Sweetened)",DISH,348.0,3.64,18.03,43.6,1.1,16.0,265.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh ngọt là một loại bánh nướng bao gồm bột mịn được gấp xung quanh nhân trái cây hoặc kem. Lớp vỏ nhiều lớp bơ và lớp bên trong ngọt ngào — thường có táo, anh đào hoặc sữa trứng — tạo nên một món tráng miệng di động với lượng carbohydrate đậm đặc từ cả bánh ngọt và đường bổ sung. Mặc dù cung cấp năng lượng nhanh chóng, nhưng mật độ calo cao và cơ sở bột mì tinh chế giúp nó được tiêu thụ tốt nhất ở mức độ vừa phải, đặc biệt đối với những người theo dõi lượng đường ăn vào hoặc theo chế độ ăn kiêng low-carb.",75
bb2b05d6-2b7f-5aa4-9588-b35709670465,,,Nước cốt dừa có đường (Sweetened Coconut Milk),INGREDIENT,57.0,1.0,3.81,5.24,0.0,5.24,5.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Nước cốt dừa ngọt là một chất lỏng sánh đặc được làm từ cùi dừa ép đã được trộn với đường bổ sung trong quá trình chế biến. Biến thể này chứa nhiều calo và carbohydrate hơn đáng kể so với phiên bản không đường, đồng thời vẫn duy trì kết cấu đậm đà đặc trưng và hương vị nhiệt đới của nước cốt dừa. Thường được sử dụng trong các món tráng miệng và đồ uống ở Đông Nam Á, sản phẩm không chứa sữa này thường được đóng hộp và không nên nhầm lẫn với các sản phẩm nước giải khát từ dừa được bảo quản trong tủ lạnh.",75
0049b3c4-108e-5c75-bd0c-17b5db046a53,,,Kem bạc hà sô cô la chip (Mint Chocolate Chip Ice Cream),DISH,196.0,4.69,7.09,28.4,0.6,25.4,67.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Kem sô cô la chip bạc hà là một món tráng miệng đông lạnh cổ điển được đặc trưng bởi hương vị bạc hà sảng khoái và những miếng sô cô la nửa ngọt lơ lửng trong lớp kem sữa. Màu xanh lá cây rực rỡ thường đến từ màu thực phẩm hoặc chiết xuất bạc hà tự nhiên, mặc dù các phiên bản thủ công có thể sử dụng lá bạc hà tươi để tạo hương thảo dược tinh tế hơn. Mặc dù giàu đường và chất béo bão hòa từ kem và sô cô la, nhưng nó mang lại sự tương phản mát mẻ với kết cấu dễ chịu của nó, với các lựa chọn thay thế từ thực vật thường thay thế dừa hoặc sữa hạnh nhân cho chế độ ăn không có sữa.",75
b108e975-9c36-5e8f-8ac5-ebc4c8059158,,,"Bánh muffin cám, có đường (Bran Muffin, Sweetened)",DISH,285.0,7.0,10.0,45.0,6.5,20.0,300.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bran Muffin, Sweetened là một loại bánh nướng giàu chất xơ được làm chủ yếu bằng cám lúa mì và thường được làm ngọt bằng đường nâu, mật đường hoặc mật ong. Loại bánh nướng xốp ẩm, đặc này cung cấp chất xơ đáng kể để hỗ trợ sức khỏe tiêu hóa, mặc dù lượng đường bổ sung của nó làm tăng đáng kể hàm lượng carbohydrate so với các loại không đường. Thường chứa nho khô hoặc các loại hạt để thay đổi kết cấu, nó cân bằng dinh dưỡng ngũ cốc nguyên hạt với vị ngọt giống như món tráng miệng, đòi hỏi phải kiểm soát khẩu phần ăn một cách chú ý trong chế độ ăn kiêng có hàm lượng calo.",75
39a651b6-7243-5187-a727-22b825b04374,,,Bánh gạo phô mai cheddar mini (Mini Cheddar Cheese Rice Cakes),DISH,420.0,5.0,12.0,73.0,3.0,1.0,1200.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh gạo phô mai Cheddar mini là một món ăn nhẹ chế biến được làm từ gạo phồng được ép thành những viên tròn vừa ăn và phủ một lớp gia vị có hương vị cheddar. Mặc dù có hàm lượng calo và chất béo thấp hơn so với đồ ăn nhẹ phô mai truyền thống, nhưng chúng có hương vị chủ yếu từ các chất phụ gia dạng bột thay vì phô mai tự nhiên, dẫn đến hàm lượng natri cao hơn. Những loại khoai tây chiên giòn không chứa gluten này cung cấp một lựa chọn giòn, di động cho những người thèm ăn vặt mặn nhưng lại thiếu protein và chất xơ như các thực phẩm thay thế toàn phần.",75
a3c4e77c-447b-5dfe-aa8b-b5923554afd7,,,Hỗn hợp bánh mì ngô có đường (Sweetened Cornbread Mix),INGREDIENT,393.0,7.1,7.1,71.4,2.0,16.0,1429.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Hỗn hợp bánh ngô ngọt là một sản phẩm nướng ổn định được trộn sẵn, kết hợp bột ngô, bột mì, chất tạo men và các chất làm ngọt bổ sung như đường hoặc tinh thể mật ong. Công thức phong phú này bao gồm bổ sung sắt và vitamin B, đồng thời tạo ra lớp vỏ ẩm, giống như bánh ngọt với vị ngọt rõ rệt khi nướng — khác biệt với bánh ngô mặn truyền thống. Mặc dù thuận tiện cho việc chuẩn bị nhanh chóng (thường chỉ cần sữa, trứng và dầu), hỗn hợp này lại chứa nhiều carbohydrate do có thành phần là ngũ cốc kép và đường bổ sung.",75
076c424f-108a-5a54-ada5-669d4da9b64a,,,Bánh quy kẹp sô cô la (Chocolate Sandwich Cookies),DISH,464.0,5.21,19.1,71.0,2.9,40.7,388.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Bánh quy bánh sandwich sô cô la là một loại bánh nướng đã qua chế biến bao gồm hai miếng bánh xốp có vị ca cao ngọt bao quanh một lớp nhân đường dày, thường được làm từ dầu thực vật và đường bột. Trong khi giàu năng lượng về mặt dinh dưỡng với lượng carbohydrate tinh chế cao và hàm lượng đường bổ sung, các giống thương mại thường được bổ sung sắt và vitamin B trong quá trình sản xuất. Những chiếc bánh quy này có thời hạn sử dụng ổn định và được thiết kế để tiêu thụ thường xuyên hơn là giá trị dinh dưỡng, với kết cấu sắc nét và độ tương phản bên trong kem khiến chúng khác biệt với những chiếc bánh quy sandwich tự làm mềm hơn.",75
31af365e-7610-5208-9eed-0589b03eec51,,,Hỗn hợp bánh kếp giàu protein (High-Protein Pancake Mix),INGREDIENT,350.0,21.0,3.5,59.0,5.0,5.0,1000.0,9d4dc1ac-566d-45dd-8f5c-976afae98cfc,,,"Hỗn hợp bánh kếp giàu protein là hỗn hợp nướng khô được pha chế để cung cấp nhiều protein hơn đáng kể so với hỗn hợp bánh kếp truyền thống, thường thông qua bổ sung whey, protein từ thực vật hoặc collagen. Được thiết kế cho chế độ ăn kiêng ít carb và tập trung vào thể dục, nó tạo ra những chiếc bánh bông xốp với 15-25 gam protein mỗi khẩu phần đồng thời giảm lượng carbohydrate tinh chế. Hỗn hợp này chỉ cần nước hoặc sữa để chuẩn bị, mang đến một lựa chọn bữa sáng tiện lợi, hỗ trợ phục hồi cơ bắp và tạo cảm giác no mà không ảnh hưởng đến kết cấu quen thuộc.",75
